
EFF   3500.  GRAVITY 0.00000 LTE 
ITLE SDSC GRID  [-5.0]   VTURB 2.0 KM/S    L/H 1.25                            
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
8.69344707E-01   2089.0 8.693E-01 7.195E+02 1.534E-07 7.131E-06 2.000E+05 0.000E+00 0.000E+00
1.15629037E+00   2089.0 1.156E+00 8.783E+02 1.566E-07 7.049E-06 2.000E+05 0.000E+00 0.000E+00
1.53150120E+00   2089.0 1.531E+00 1.073E+03 1.595E-07 6.955E-06 2.000E+05 0.000E+00 0.000E+00
2.02324862E+00   2089.0 2.023E+00 1.313E+03 1.621E-07 6.851E-06 2.000E+05 0.000E+00 0.000E+00
2.66900320E+00   2089.0 2.669E+00 1.612E+03 1.644E-07 6.739E-06 2.000E+05 0.000E+00 0.000E+00
3.51936548E+00   2089.0 3.519E+00 1.989E+03 1.663E-07 6.620E-06 2.000E+05 0.000E+00 0.000E+00
4.64128140E+00   2089.0 4.641E+00 2.467E+03 1.679E-07 6.499E-06 2.000E+05 0.000E+00 0.000E+00
6.12359310E+00   2089.0 6.124E+00 3.082E+03 1.694E-07 6.378E-06 2.000E+05 0.000E+00 0.000E+00
8.08385782E+00   2089.0 8.084E+00 3.875E+03 1.708E-07 6.259E-06 2.000E+05 0.000E+00 0.000E+00
1.06769907E+01   2089.0 1.068E+01 4.907E+03 1.722E-07 6.145E-06 2.000E+05 0.000E+00 0.000E+00
1.41060999E+01   2089.0 1.411E+01 6.257E+03 1.737E-07 6.037E-06 2.000E+05 0.000E+00 0.000E+00
1.86370465E+01   2089.0 1.864E+01 8.027E+03 1.754E-07 5.938E-06 2.000E+05 0.000E+00 0.000E+00
2.46172255E+01   2089.0 2.462E+01 1.035E+04 1.773E-07 5.847E-06 2.000E+05 0.000E+00 0.000E+00
3.24989846E+01   2089.0 3.250E+01 1.341E+04 1.795E-07 5.765E-06 2.000E+05 0.000E+00 0.000E+00
4.28678237E+01   2089.0 4.287E+01 1.742E+04 1.822E-07 5.691E-06 2.000E+05 0.000E+00 0.000E+00
5.64816462E+01   2089.0 5.648E+01 2.265E+04 1.852E-07 5.626E-06 2.000E+05 0.000E+00 0.000E+00
7.43228142E+01   2089.0 7.432E+01 2.946E+04 1.886E-07 5.568E-06 2.000E+05 0.000E+00 0.000E+00
9.76604906E+01   2089.0 9.766E+01 3.826E+04 1.925E-07 5.517E-06 2.000E+05 0.000E+00 0.000E+00
1.28134216E+02   2089.0 1.281E+02 4.957E+04 1.968E-07 5.472E-06 2.000E+05 0.000E+00 0.000E+00
1.67549725E+02   2096.1 1.675E+02 6.428E+04 2.056E-07 5.446E-06 2.000E+05 0.000E+00 0.000E+00
2.13712541E+02   2158.7 2.137E+02 8.574E+04 2.514E-07 5.529E-06 2.000E+05 0.000E+00 0.000E+00
2.65174401E+02   2204.3 2.652E+02 1.120E+05 2.951E-07 5.589E-06 2.000E+05 0.000E+00 0.000E+00
3.22712944E+02   2258.6 3.227E+02 1.515E+05 3.598E-07 5.682E-06 2.000E+05 0.000E+00 0.000E+00
3.84816403E+02   2316.6 3.848E+02 2.137E+05 4.495E-07 5.800E-06 2.000E+05 0.000E+00 0.000E+00
4.50335531E+02   2378.6 4.503E+02 3.131E+05 5.729E-07 5.951E-06 2.000E+05 0.000E+00 0.000E+00
5.19050150E+02   2440.6 5.190E+02 4.598E+05 7.257E-07 6.119E-06 2.000E+05 0.000E+00 0.000E+00
5.91422528E+02   2505.3 5.914E+02 6.706E+05 9.135E-07 6.312E-06 2.000E+05 0.000E+00 0.000E+00
6.69844092E+02   2563.1 6.698E+02 9.234E+05 1.102E-06 6.481E-06 2.000E+05 0.000E+00 0.000E+00
7.57358071E+02   2620.8 7.573E+02 1.235E+06 1.306E-06 6.645E-06 2.000E+05 0.000E+00 0.000E+00
8.57588205E+02   2670.3 8.576E+02 1.574E+06 1.494E-06 6.768E-06 2.000E+05 0.000E+00 0.000E+00
9.75516666E+02   2716.2 9.755E+02 1.962E+06 1.680E-06 6.867E-06 2.000E+05 0.000E+00 0.000E+00
1.11696363E+03   2755.3 1.117E+03 2.399E+06 1.853E-06 6.937E-06 2.000E+05 0.000E+00 0.000E+00
1.28775340E+03   2796.8 1.288E+03 2.953E+06 2.049E-06 7.005E-06 2.000E+05 0.000E+00 0.000E+00
1.49490219E+03   2832.7 1.495E+03 3.616E+06 2.240E-06 7.054E-06 2.000E+05 0.000E+00 0.000E+00
1.74805120E+03   2866.2 1.748E+03 4.452E+06 2.443E-06 7.095E-06 2.000E+05 0.000E+00 0.000E+00
2.05709194E+03   2900.3 2.057E+03 5.557E+06 2.673E-06 7.137E-06 2.000E+05 0.000E+00 0.000E+00
2.43319157E+03   2933.7 2.433E+03 7.021E+06 2.932E-06 7.181E-06 2.000E+05 0.000E+00 0.000E+00
2.89035673E+03   2965.1 2.890E+03 8.937E+06 3.219E-06 7.227E-06 2.000E+05 0.000E+00 0.000E+00
3.44366492E+03   2997.4 3.444E+03 1.156E+07 3.559E-06 7.286E-06 2.000E+05 0.000E+00 0.000E+00
4.10738012E+03   3031.7 4.108E+03 1.526E+07 3.976E-06 7.369E-06 2.000E+05 0.000E+00 0.000E+00
4.89604919E+03   3066.8 4.897E+03 2.045E+07 4.481E-06 7.481E-06 2.000E+05 0.000E+00 0.000E+00
5.81737612E+03   3108.8 5.818E+03 2.877E+07 5.198E-06 7.668E-06 2.000E+05 4.256E-06 0.000E+00
6.85471163E+03   3159.1 6.856E+03 4.295E+07 6.264E-06 7.974E-06 2.000E+05 1.998E-04 0.000E+00
7.99409239E+03   3208.5 7.997E+03 6.430E+07 7.627E-06 8.400E-06 2.000E+05 1.013E-03 0.000E+00
9.24724426E+03   3252.1 9.251E+03 9.285E+07 9.219E-06 8.956E-06 2.000E+05 3.278E-03 0.000E+00
1.05996258E+04   3305.2 1.060E+04 1.425E+08 1.175E-05 9.902E-06 2.000E+05 3.580E-03 2.230E+04
1.19705139E+04   3367.5 1.198E+04 2.308E+08 1.588E-05 1.147E-05 2.000E+05 3.493E-03 2.430E+04
1.33188938E+04   3427.8 1.332E+04 3.640E+08 2.173E-05 1.372E-05 2.000E+05 1.587E-02 4.502E+04
1.45093153E+04   3524.6 1.451E+04 7.109E+08 3.632E-05 1.839E-05 2.000E+05 1.512E-02 4.579E+04
1.54352678E+04   3616.0 1.544E+04 1.292E+09 5.982E-05 2.440E-05 2.000E+05 4.102E-02 1.521E+04
1.63054137E+04   3658.9 1.631E+04 1.717E+09 7.647E-05 2.737E-05 2.000E+05 9.546E-02 9.753E+02
1.72275523E+04   3697.1 1.723E+04 2.209E+09 9.545E-05 3.018E-05 2.000E+05 1.511E-01 6.710E+00
1.82010095E+04   3741.3 1.820E+04 2.929E+09 1.228E-04 3.427E-05 2.000E+05 1.933E-01 2.552E+03
1.91944133E+04   3792.5 1.920E+04 4.012E+09 1.632E-04 4.083E-05 2.000E+05 2.220E-01 7.952E+03
2.01721719E+04   3853.9 2.017E+04 5.748E+09 2.266E-04 5.190E-05 2.000E+05 2.531E-01 2.521E+04
2.10590593E+04   3941.6 2.106E+04 9.313E+09 3.525E-04 7.395E-05 2.000E+05 2.870E-01 4.581E+04
2.18005436E+04   4043.5 2.180E+04 1.580E+10 5.711E-04 1.085E-04 2.000E+05 3.253E-01 3.526E+04
2.24094045E+04   4153.5 2.241E+04 2.704E+10 9.285E-04 1.595E-04 2.000E+05 3.670E-01 1.032E+05
2.29077591E+04   4273.8 2.291E+04 4.701E+10 1.522E-03 2.426E-04 2.000E+05 4.084E-01 7.724E+04
2.32955422E+04   4424.3 2.330E+04 8.966E+10 2.687E-03 3.790E-04 2.000E+05 4.581E-01 1.449E+05
2.35986279E+04   4564.3 2.360E+04 1.572E+11 4.370E-03 4.632E-04 2.000E+05 5.859E-01 1.942E+05
2.38649900E+04   4674.9 2.387E+04 2.394E+11 6.261E-03 4.567E-04 2.000E+05 7.180E-01 2.117E+05
2.41197454E+04   4774.9 2.412E+04 3.446E+11 8.525E-03 4.356E-04 2.000E+05 8.027E-01 2.202E+05
2.43754134E+04   4864.7 2.438E+04 4.722E+11 1.111E-02 4.182E-04 2.000E+05 8.592E-01 2.260E+05
2.46381980E+04   4955.4 2.464E+04 6.417E+11 1.435E-02 4.146E-04 2.000E+05 8.967E-01 2.310E+05
2.49123270E+04   5042.5 2.491E+04 8.534E+11 1.819E-02 4.081E-04 2.000E+05 9.197E-01 2.324E+05
2.52013288E+04   5132.0 2.520E+04 1.132E+12 2.298E-02 4.144E-04 2.000E+05 9.367E-01 2.354E+05
2.55071725E+04   5222.7 2.551E+04 1.495E+12 2.889E-02 4.201E-04 2.000E+05 9.487E-01 2.364E+05
2.58320097E+04   5316.0 2.583E+04 1.969E+12 3.625E-02 4.295E-04 2.000E+05 9.582E-01 2.375E+05
2.61773786E+04   5412.4 2.618E+04 2.594E+12 4.546E-02 4.423E-04 2.000E+05 9.659E-01 2.389E+05
2.65444065E+04   5512.8 2.654E+04 3.422E+12 5.707E-02 4.537E-04 2.000E+05 9.719E-01 2.386E+05
2.69336689E+04   5615.2 2.693E+04 4.496E+12 7.144E-02 5.085E-04 2.000E+05 9.750E-01 2.396E+05
RADK 1.9648E-01
EGIN                    ITERATION  15 COMPLETED
EFF   3500.  GRAVITY 0.50000 LTE 
ITLE SDSC GRID  [-5.0]   VTURB 2.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   0.00001 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
8.12513509E-01   2089.0 2.569E+00 1.568E+03 1.641E-07 7.715E-06 2.000E+05 0.000E+00 0.000E+00
1.08187651E+00   2089.0 3.421E+00 1.946E+03 1.661E-07 7.576E-06 2.000E+05 0.000E+00 0.000E+00
1.43708901E+00   2089.0 4.544E+00 2.427E+03 1.678E-07 7.434E-06 2.000E+05 0.000E+00 0.000E+00
1.90622748E+00   2089.0 6.028E+00 3.042E+03 1.693E-07 7.292E-06 2.000E+05 0.000E+00 0.000E+00
2.52635687E+00   2089.0 7.989E+00 3.837E+03 1.707E-07 7.153E-06 2.000E+05 0.000E+00 0.000E+00
3.34661154E+00   2089.0 1.058E+01 4.870E+03 1.721E-07 7.021E-06 2.000E+05 0.000E+00 0.000E+00
4.43123308E+00   2089.0 1.401E+01 6.220E+03 1.737E-07 6.897E-06 2.000E+05 0.000E+00 0.000E+00
5.86429822E+00   2089.0 1.854E+01 7.991E+03 1.754E-07 6.783E-06 2.000E+05 0.000E+00 0.000E+00
7.75566400E+00   2089.0 2.453E+01 1.032E+04 1.773E-07 6.678E-06 2.000E+05 0.000E+00 0.000E+00
1.02483738E+01   2089.0 3.241E+01 1.337E+04 1.795E-07 6.584E-06 2.000E+05 0.000E+00 0.000E+00
1.35275591E+01   2089.0 4.278E+01 1.738E+04 1.822E-07 6.500E-06 2.000E+05 0.000E+00 0.000E+00
1.78328428E+01   2089.0 5.639E+01 2.262E+04 1.852E-07 6.425E-06 2.000E+05 0.000E+00 0.000E+00
2.34748081E+01   2089.0 7.423E+01 2.943E+04 1.886E-07 6.360E-06 2.000E+05 0.000E+00 0.000E+00
3.08546892E+01   2089.0 9.757E+01 3.823E+04 1.925E-07 6.302E-06 2.000E+05 0.000E+00 0.000E+00
4.04881041E+01   2089.0 1.280E+02 4.953E+04 1.968E-07 6.251E-06 2.000E+05 0.000E+00 0.000E+00
5.30423407E+01   2089.0 1.677E+02 6.396E+04 2.016E-07 6.206E-06 2.000E+05 0.000E+00 0.000E+00
6.91502363E+01   2101.3 2.187E+02 8.295E+04 2.141E-07 6.190E-06 2.000E+05 0.000E+00 0.000E+00
8.84302723E+01   2143.3 2.796E+02 1.086E+05 2.473E-07 6.232E-06 2.000E+05 0.000E+00 0.000E+00
1.10809378E+02   2180.4 3.504E+02 1.395E+05 2.827E-07 6.271E-06 2.000E+05 0.000E+00 0.000E+00
1.36781597E+02   2220.4 4.325E+02 1.792E+05 3.272E-07 6.319E-06 2.000E+05 0.000E+00 0.000E+00
1.66458708E+02   2264.4 5.264E+02 2.335E+05 3.852E-07 6.384E-06 2.000E+05 0.000E+00 0.000E+00
1.99696855E+02   2313.6 6.315E+02 3.134E+05 4.640E-07 6.470E-06 2.000E+05 0.000E+00 0.000E+00
2.35984503E+02   2369.1 7.462E+02 4.389E+05 5.740E-07 6.589E-06 2.000E+05 0.000E+00 0.000E+00
2.74779178E+02   2429.1 8.689E+02 6.345E+05 7.202E-07 6.740E-06 2.000E+05 0.000E+00 0.000E+00
3.15843429E+02   2492.4 9.987E+02 9.281E+05 9.047E-07 6.923E-06 2.000E+05 0.000E+00 0.000E+00
3.60099691E+02   2552.1 1.139E+03 1.313E+06 1.105E-06 7.107E-06 2.000E+05 0.000E+00 0.000E+00
4.08918068E+02   2610.5 1.293E+03 1.801E+06 1.324E-06 7.292E-06 2.000E+05 0.000E+00 0.000E+00
4.64142297E+02   2662.0 1.468E+03 2.358E+06 1.535E-06 7.447E-06 2.000E+05 0.000E+00 0.000E+00
5.28370913E+02   2708.4 1.671E+03 2.989E+06 1.742E-06 7.575E-06 2.000E+05 0.000E+00 0.000E+00
6.04985950E+02   2745.9 1.913E+03 3.676E+06 1.925E-06 7.661E-06 2.000E+05 0.000E+00 0.000E+00
6.97467299E+02   2783.8 2.206E+03 4.520E+06 2.126E-06 7.742E-06 2.000E+05 0.000E+00 0.000E+00
8.09975598E+02   2815.7 2.561E+03 5.499E+06 2.315E-06 7.797E-06 2.000E+05 0.000E+00 0.000E+00
9.47860393E+02   2846.5 2.997E+03 6.710E+06 2.517E-06 7.845E-06 2.000E+05 0.000E+00 0.000E+00
1.11748701E+03   2874.3 3.534E+03 8.192E+06 2.723E-06 7.883E-06 2.000E+05 0.000E+00 0.000E+00
1.32603664E+03   2903.6 4.193E+03 1.011E+07 2.961E-06 7.926E-06 2.000E+05 0.000E+00 0.000E+00
1.58215363E+03   2930.6 5.003E+03 1.249E+07 3.211E-06 7.965E-06 2.000E+05 0.000E+00 0.000E+00
1.89674956E+03   2957.4 5.998E+03 1.554E+07 3.492E-06 8.011E-06 2.000E+05 0.000E+00 0.000E+00
2.28123357E+03   2985.6 7.214E+03 1.954E+07 3.823E-06 8.075E-06 2.000E+05 0.000E+00 0.000E+00
2.74823189E+03   3014.7 8.690E+03 2.478E+07 4.210E-06 8.161E-06 2.000E+05 0.000E+00 0.000E+00
3.30966270E+03   3047.9 1.047E+04 3.209E+07 4.708E-06 8.296E-06 2.000E+05 0.000E+00 0.000E+00
3.97349247E+03   3085.9 1.256E+04 4.277E+07 5.376E-06 8.511E-06 2.000E+05 0.000E+00 0.000E+00
4.67944345E+03   3174.9 1.479E+04 7.443E+07 7.362E-06 9.207E-06 2.000E+05 0.000E+00 0.000E+00
5.37012891E+03   3243.1 1.698E+04 1.217E+08 9.790E-06 1.003E-05 2.000E+05 5.140E-04 0.000E+00
6.08744822E+03   3290.5 1.925E+04 1.764E+08 1.225E-05 1.085E-05 2.000E+05 4.373E-03 0.000E+00
6.86720878E+03   3326.5 2.172E+04 2.377E+08 1.478E-05 1.168E-05 2.000E+05 1.171E-02 0.000E+00
7.72650810E+03   3363.0 2.443E+04 3.210E+08 1.807E-05 1.278E-05 2.000E+05 2.161E-02 0.000E+00
8.64997756E+03   3403.9 2.735E+04 4.443E+08 2.284E-05 1.437E-05 2.000E+05 2.445E-02 2.880E+04
9.59427730E+03   3454.4 3.034E+04 6.502E+08 3.072E-05 1.688E-05 2.000E+05 4.210E-02 4.398E+04
1.05163230E+04   3507.8 3.326E+04 9.586E+08 4.239E-05 2.030E-05 2.000E+05 5.274E-02 4.710E+04
1.14046985E+04   3561.8 3.606E+04 1.401E+09 5.898E-05 2.456E-05 2.000E+05 9.263E-02 5.716E+04
1.22328074E+04   3624.1 3.868E+04 2.127E+09 8.602E-05 3.045E-05 2.000E+05 1.142E-01 5.200E+04
1.30016794E+04   3679.4 4.111E+04 3.048E+09 1.199E-04 3.602E-05 2.000E+05 1.746E-01 3.351E+04
1.37706889E+04   3721.4 4.355E+04 4.007E+09 1.546E-04 3.973E-05 2.000E+05 2.338E-01 2.326E+04
1.45696714E+04   3764.4 4.607E+04 5.266E+09 1.995E-04 4.419E-05 2.000E+05 2.921E-01 2.945E+04
1.53859056E+04   3813.6 4.865E+04 7.119E+09 2.648E-04 5.179E-05 2.000E+05 3.421E-01 4.717E+04
1.61771453E+04   3879.6 5.116E+04 1.043E+10 3.795E-04 6.726E-05 2.000E+05 3.796E-01 6.481E+04
1.68825586E+04   3965.7 5.339E+04 1.669E+10 5.898E-04 9.561E-05 2.000E+05 4.156E-01 7.749E+04
1.74773260E+04   4065.0 5.527E+04 2.782E+10 9.484E-04 1.408E-04 2.000E+05 4.528E-01 9.658E+04
1.79503717E+04   4187.4 5.676E+04 5.017E+10 1.627E-03 2.073E-04 2.000E+05 5.042E-01 1.191E+05
1.83345960E+04   4296.1 5.798E+04 8.229E+10 2.543E-03 2.464E-04 2.000E+05 6.145E-01 1.328E+05
1.86787637E+04   4388.3 5.907E+04 1.229E+11 3.634E-03 2.548E-04 2.000E+05 7.107E-01 1.425E+05
1.90069716E+04   4474.2 6.010E+04 1.760E+11 4.985E-03 2.534E-04 2.000E+05 7.908E-01 1.502E+05
1.93321771E+04   4554.0 6.113E+04 2.429E+11 6.602E-03 2.487E-04 2.000E+05 8.497E-01 1.557E+05
1.96618318E+04   4633.4 6.218E+04 3.312E+11 8.633E-03 2.457E-04 2.000E+05 8.916E-01 1.598E+05
2.00012212E+04   4710.8 6.325E+04 4.437E+11 1.109E-02 2.435E-04 2.000E+05 9.194E-01 1.623E+05
2.03540860E+04   4790.1 6.436E+04 5.932E+11 1.421E-02 2.465E-04 2.000E+05 9.382E-01 1.646E+05
2.07232508E+04   4869.6 6.553E+04 7.868E+11 1.804E-02 2.497E-04 2.000E+05 9.508E-01 1.657E+05
2.11112885E+04   4951.9 6.676E+04 1.044E+12 2.287E-02 2.571E-04 2.000E+05 9.606E-01 1.673E+05
2.15198708E+04   5036.5 6.805E+04 1.383E+12 2.893E-02 2.639E-04 2.000E+05 9.677E-01 1.676E+05
2.19511643E+04   5123.6 6.941E+04 1.831E+12 3.652E-02 2.729E-04 2.000E+05 9.738E-01 1.687E+05
2.24063886E+04   5214.7 7.085E+04 2.432E+12 4.616E-02 2.817E-04 2.000E+05 9.785E-01 1.686E+05
2.28861401E+04   5307.5 7.237E+04 3.217E+12 5.810E-02 3.165E-04 2.000E+05 9.808E-01 1.691E+05
RADK 1.9588E-01
EGIN                    ITERATION  15 COMPLETED
EFF   3500.  GRAVITY 1.00000 LTE 
ITLE SDSC GRID  [-5.0]   VTURB 2.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   0.00001 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
7.81437760E-01   2089.0 7.814E+00 3.772E+03 1.706E-07 8.478E-06 2.000E+05 0.000E+00 0.000E+00
1.04102056E+00   2089.0 1.041E+01 4.802E+03 1.720E-07 8.318E-06 2.000E+05 0.000E+00 0.000E+00
1.38427245E+00   2089.0 1.384E+01 6.153E+03 1.736E-07 8.168E-06 2.000E+05 0.000E+00 0.000E+00
1.83776863E+00   2089.0 1.838E+01 7.926E+03 1.753E-07 8.030E-06 2.000E+05 0.000E+00 0.000E+00
2.43620473E+00   2089.0 2.436E+01 1.025E+04 1.772E-07 7.905E-06 2.000E+05 0.000E+00 0.000E+00
3.22490392E+00   2089.0 3.225E+01 1.331E+04 1.794E-07 7.792E-06 2.000E+05 0.000E+00 0.000E+00
4.26245792E+00   2089.0 4.262E+01 1.732E+04 1.821E-07 7.692E-06 2.000E+05 0.000E+00 0.000E+00
5.62496884E+00   2089.0 5.625E+01 2.256E+04 1.851E-07 7.603E-06 2.000E+05 0.000E+00 0.000E+00
7.40635054E+00   2091.1 7.406E+01 2.941E+04 1.896E-07 7.532E-06 2.000E+05 0.000E+00 0.000E+00
9.66197272E+00   2111.8 9.662E+01 3.860E+04 2.048E-07 7.530E-06 2.000E+05 0.000E+00 0.000E+00
1.24826211E+01   2123.1 1.248E+02 4.975E+04 2.158E-07 7.500E-06 2.000E+05 0.000E+00 0.000E+00
1.60165690E+01   2140.6 1.602E+02 6.410E+04 2.318E-07 7.491E-06 2.000E+05 0.000E+00 0.000E+00
2.03850695E+01   2160.1 2.038E+02 8.219E+04 2.510E-07 7.489E-06 2.000E+05 0.000E+00 0.000E+00
2.57305528E+01   2183.2 2.573E+02 1.052E+05 2.752E-07 7.500E-06 2.000E+05 0.000E+00 0.000E+00
3.22067632E+01   2207.8 3.221E+02 1.343E+05 3.038E-07 7.516E-06 2.000E+05 0.000E+00 0.000E+00
4.00327234E+01   2231.8 4.003E+02 1.708E+05 3.354E-07 7.530E-06 2.000E+05 0.000E+00 0.000E+00
4.94050597E+01   2260.9 4.940E+02 2.192E+05 3.769E-07 7.561E-06 2.000E+05 0.000E+00 0.000E+00
6.04456476E+01   2293.7 6.045E+02 2.842E+05 4.296E-07 7.606E-06 2.000E+05 0.000E+00 0.000E+00
7.32548231E+01   2331.2 7.325E+02 3.750E+05 4.981E-07 7.670E-06 2.000E+05 0.000E+00 0.000E+00
8.78244683E+01   2374.9 8.782E+02 5.085E+05 5.904E-07 7.761E-06 2.000E+05 0.000E+00 0.000E+00
