TEFF  45000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.1]   VTURB 2.0 KM/S                                        
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.79430 ABUNDANCE CHANGE 1 0.91100 2 0.08900
 ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
 ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
 ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
 ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
 ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
 ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
 ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
 ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
 4.85866262E-06  22805.3 3.076E-01 4.917E+10 3.632E-01 3.669E+04 2.000E+05
 4.89651468E-06  24202.3 3.101E-01 4.737E+10 3.632E-01 3.178E+04 2.000E+05
 6.52453868E-06  24421.6 4.212E-01 6.374E+10 3.652E-01 3.170E+04 2.000E+05
 8.68218664E-06  24685.9 5.684E-01 8.509E+10 3.679E-01 3.188E+04 2.000E+05
 1.15354177E-05  24973.3 7.618E-01 1.128E+11 3.713E-01 3.258E+04 2.000E+05
 1.53042262E-05  25298.8 1.017E+00 1.487E+11 3.749E-01 3.180E+04 2.000E+05
 2.02857736E-05  25643.4 1.364E+00 1.970E+11 3.780E-01 2.865E+04 2.000E+05
 2.68718826E-05  25970.3 1.842E+00 2.627E+11 3.814E-01 2.656E+04 2.000E+05
 3.55711774E-05  26297.7 2.488E+00 3.505E+11 3.853E-01 2.506E+04 2.000E+05
 4.70489567E-05  26632.6 3.355E+00 4.669E+11 3.896E-01 2.387E+04 2.000E+05
 6.21751308E-05  26977.0 4.516E+00 6.206E+11 3.945E-01 2.280E+04 2.000E+05
 8.20749181E-05  27337.1 6.059E+00 8.222E+11 4.003E-01 2.214E+04 2.000E+05
 1.08194159E-04  27726.3 8.099E+00 1.084E+12 4.072E-01 2.173E+04 2.000E+05
