TEFF  40000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.1]   VTURB 2.0 KM/S                                        
 1.43771953E-04  25469.4 1.232E+01 1.758E+12 4.145E-01 1.269E+04 2.000E+05
 1.88534283E-04  25820.2 1.625E+01 2.289E+12 4.233E-01 1.176E+04 2.000E+05
 2.46882189E-04  26166.4 2.142E+01 2.978E+12 4.338E-01 1.112E+04 2.000E+05
 3.22675479E-04  26513.4 2.817E+01 3.867E+12 4.461E-01 1.070E+04 2.000E+05
 4.20811094E-04  26864.8 3.696E+01 5.008E+12 4.601E-01 1.032E+04 2.000E+05
 5.47509755E-04  27216.1 4.834E+01 6.467E+12 4.758E-01 9.996E+03 2.000E+05
 7.10577042E-04  27565.0 6.303E+01 8.329E+12 4.938E-01 9.809E+03 2.000E+05
 9.19717385E-04  27916.2 8.190E+01 1.069E+13 5.143E-01 9.756E+03 2.000E+05
 1.18722977E-03  28275.7 1.061E+02 1.367E+13 5.365E-01 9.671E+03 2.000E+05
 1.52966730E-03  28640.4 1.371E+02 1.745E+13 5.585E-01 9.238E+03 2.000E+05
 1.96734727E-03  28995.2 1.768E+02 2.224E+13 5.840E-01 9.002E+03 2.000E+05
 2.52417276E-03  29349.3 2.275E+02 2.828E+13 6.135E-01 8.898E+03 2.000E+05
 3.22941573E-03  29703.9 2.918E+02 3.583E+13 6.473E-01 8.900E+03 2.000E+05
 4.11897969E-03  30058.8 3.728E+02 4.525E+13 6.855E-01 8.942E+03 2.000E+05
 5.23683504E-03  30408.0 4.746E+02 5.695E+13 7.288E-01 9.063E+03 2.000E+05
 6.63604808E-03  30751.3 6.016E+02 7.140E+13 7.780E-01 9.301E+03 2.000E+05
 8.38037055E-03  31092.8 7.595E+02 8.916E+13 8.338E-01 9.652E+03 2.000E+05
 1.05459372E-02  31435.8 9.547E+02 1.108E+14 8.972E-01 1.012E+04 2.000E+05
 1.32300744E-02  31791.7 1.195E+03 1.373E+14 9.649E-01 1.053E+04 2.000E+05
 1.65577423E-02  32152.3 1.492E+03 1.695E+14 1.038E+00 1.096E+04 2.000E+05
 2.06719250E-02  32520.2 1.857E+03 2.086E+14 1.123E+00 1.155E+04 2.000E+05
 2.57370925E-02  32909.2 2.304E+03 2.557E+14 1.218E+00 1.227E+04 2.000E+05
 3.19494910E-02  33331.9 2.846E+03 3.120E+14 1.327E+00 1.310E+04 2.000E+05
 3.95408634E-02  33802.0 3.502E+03 3.789E+14 1.450E+00 1.400E+04 2.000E+05
 4.87849215E-02  34331.6 4.293E+03 4.577E+14 1.591E+00 1.490E+04 2.000E+05
 6.00069183E-02  34929.5 5.243E+03 5.501E+14 1.750E+00 1.581E+04 2.000E+05
 7.36021705E-02  35605.4 6.381E+03 6.580E+14 1.926E+00 1.665E+04 2.000E+05
 9.01185043E-02  36362.1 7.753E+03 7.844E+14 2.109E+00 1.725E+04 2.000E+05
 1.10234782E-01  37204.7 9.411E+03 9.331E+14 2.310E+00 1.780E+04 2.000E+05
 1.34721955E-01  38142.4 1.142E+04 1.107E+15 2.530E+00 1.827E+04 2.000E+05
 1.64555570E-01  39185.2 1.385E+04 1.312E+15 2.766E+00 1.868E+04 2.000E+05
 2.01064924E-01  40345.0 1.681E+04 1.552E+15 3.003E+00 1.896E+04 2.000E+05
 2.46172812E-01  41634.4 2.047E+04 1.836E+15 3.222E+00 1.909E+04 2.000E+05
 3.02610607E-01  43080.3 2.503E+04 2.176E+15 3.412E+00 1.911E+04 2.000E+05
 3.74175869E-01  44703.9 3.082E+04 2.587E+15 3.566E+00 1.908E+04 2.000E+05
 4.65932554E-01  46537.7 3.825E+04 3.090E+15 3.692E+00 1.894E+04 2.000E+05
 5.84899584E-01  48586.0 4.791E+04 3.711E+15 3.772E+00 1.878E+04 2.000E+05
 7.41792659E-01  50923.3 6.068E+04 4.488E+15 3.778E+00 1.843E+04 2.000E+05
 9.52775970E-01  53556.8 7.794E+04 5.485E+15 3.714E+00 1.791E+04 2.000E+05
 1.24119255E+00  56566.7 1.017E+05 6.778E+15 3.597E+00 1.737E+04 2.000E+05
 1.64186307E+00  59960.2 1.350E+05 8.488E+15 3.423E+00 1.652E+04 2.000E+05
 2.20559694E+00  63779.8 1.823E+05 1.078E+16 3.240E+00 1.574E+04 2.000E+05
 3.00125094E+00  68013.7 2.497E+05 1.385E+16 3.059E+00 1.484E+04 2.000E+05
 4.12240411E+00  72663.5 3.456E+05 1.794E+16 2.905E+00 1.407E+04 2.000E+05
 5.68381221E+00  77708.2 4.803E+05 2.331E+16 2.803E+00 1.354E+04 2.000E+05
 7.82466067E+00  83202.9 6.657E+05 3.018E+16 2.742E+00 1.321E+04 2.000E+05
 1.07425023E+01  89141.4 9.194E+05 3.890E+16 2.686E+00 1.298E+04 2.000E+05
 1.46473043E+01  95595.9 1.259E+06 4.968E+16 2.715E+00 1.302E+04 2.000E+05
 1.98058338E+01 102542.8 1.707E+06 6.280E+16 2.738E+00 1.316E+04 2.000E+05
 2.66193777E+01 110097.1 2.299E+06 7.875E+16 2.767E+00 1.323E+04 2.000E+05
 3.56039077E+01 118191.5 3.081E+06 9.830E+16 2.800E+00 1.277E+04 2.000E+05
PRADK 4.7339E+03
BEGIN                    ITERATION   6 COMPLETED
