TEFF  42500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.3]   VTURB 2.0 KM/S                                        
 1.37406409E-04  26669.5 9.972E+00 1.373E+12 4.348E-01 2.160E+04 2.000E+05
 1.80007759E-04  27046.4 1.335E+01 1.812E+12 4.455E-01 2.012E+04 2.000E+05
 2.35358278E-04  27414.8 1.780E+01 2.386E+12 4.580E-01 1.914E+04 2.000E+05
 3.07001379E-04  27781.5 2.361E+01 3.125E+12 4.728E-01 1.857E+04 2.000E+05
 3.99347726E-04  28154.4 3.114E+01 4.069E+12 4.900E-01 1.839E+04 2.000E+05
 5.18496730E-04  28529.5 4.095E+01 5.283E+12 5.051E-01 1.696E+04 2.000E+05
 6.72369206E-04  28886.4 5.381E+01 6.858E+12 5.225E-01 1.597E+04 2.000E+05
 8.70353791E-04  29236.7 7.052E+01 8.881E+12 5.425E-01 1.534E+04 2.000E+05
 1.12412460E-03  29589.0 9.206E+01 1.146E+13 5.654E-01 1.495E+04 2.000E+05
 1.44835925E-03  29948.0 1.197E+02 1.472E+13 5.909E-01 1.459E+04 2.000E+05
 1.86120955E-03  30312.7 1.550E+02 1.884E+13 6.201E-01 1.437E+04 2.000E+05
 2.38462304E-03  30685.2 1.999E+02 2.400E+13 6.537E-01 1.430E+04 2.000E+05
 3.04515851E-03  31068.0 2.564E+02 3.043E+13 6.923E-01 1.436E+04 2.000E+05
 3.87492461E-03  31461.7 3.274E+02 3.838E+13 7.363E-01 1.455E+04 2.000E+05
 4.91605944E-03  31869.5 4.165E+02 4.822E+13 7.818E-01 1.436E+04 2.000E+05
 6.22276387E-03  32274.2 5.285E+02 6.045E+13 8.315E-01 1.416E+04 2.000E+05
 7.85795444E-03  32675.3 6.689E+02 7.559E+13 8.878E-01 1.415E+04 2.000E+05
 9.89632149E-03  33078.1 8.438E+02 9.422E+13 9.514E-01 1.429E+04 2.000E+05
 1.24285627E-02  33486.7 1.061E+03 1.170E+14 1.023E+00 1.453E+04 2.000E+05
 1.55639384E-02  33903.6 1.328E+03 1.448E+14 1.103E+00 1.485E+04 2.000E+05
 1.94314242E-02  34328.4 1.656E+03 1.784E+14 1.195E+00 1.532E+04 2.000E+05
 2.41834667E-02  34768.2 2.057E+03 2.189E+14 1.300E+00 1.594E+04 2.000E+05
 3.00015606E-02  35231.9 2.544E+03 2.673E+14 1.417E+00 1.671E+04 2.000E+05
 3.71130197E-02  35731.5 3.134E+03 3.248E+14 1.546E+00 1.750E+04 2.000E+05
 4.58165216E-02  36274.3 3.849E+03 3.934E+14 1.683E+00 1.815E+04 2.000E+05
 5.64718574E-02  36864.4 4.717E+03 4.749E+14 1.834E+00 1.889E+04 2.000E+05
 6.95083664E-02  37520.1 5.769E+03 5.715E+14 1.999E+00 1.966E+04 2.000E+05
 8.54677693E-02  38257.2 7.045E+03 6.856E+14 2.176E+00 2.041E+04 2.000E+05
 1.05043430E-01  39092.7 8.596E+03 8.201E+14 2.363E+00 2.111E+04 2.000E+05
 1.29126558E-01  40045.0 1.049E+04 9.788E+14 2.557E+00 2.173E+04 2.000E+05
 1.58847792E-01  41119.6 1.281E+04 1.166E+15 2.758E+00 2.221E+04 2.000E+05
 1.95766759E-01  42336.6 1.567E+04 1.389E+15 2.946E+00 2.257E+04 2.000E+05
 2.42105178E-01  43719.5 1.925E+04 1.655E+15 3.114E+00 2.279E+04 2.000E+05
 3.00891040E-01  45287.9 2.379E+04 1.977E+15 3.257E+00 2.284E+04 2.000E+05
 3.76196274E-01  47054.7 2.960E+04 2.370E+15 3.376E+00 2.277E+04 2.000E+05
 4.73478850E-01  49052.7 3.712E+04 2.853E+15 3.470E+00 2.268E+04 2.000E+05
 6.00817024E-01  51301.4 4.699E+04 3.455E+15 3.505E+00 2.231E+04 2.000E+05
 7.70464654E-01  53844.6 6.022E+04 4.220E+15 3.482E+00 2.175E+04 2.000E+05
 9.99559577E-01  56720.2 7.821E+04 5.204E+15 3.418E+00 2.119E+04 2.000E+05
 1.31397038E+00  59964.0 1.031E+05 6.492E+15 3.291E+00 2.029E+04 2.000E+05
 1.75092096E+00  63633.2 1.381E+05 8.195E+15 3.153E+00 1.950E+04 2.000E+05
 2.35910531E+00  67703.4 1.874E+05 1.045E+16 3.020E+00 1.865E+04 2.000E+05
 3.20858482E+00  72222.6 2.569E+05 1.343E+16 2.877E+00 1.777E+04 2.000E+05
 4.39148462E+00  77157.5 3.546E+05 1.735E+16 2.774E+00 1.709E+04 2.000E+05
 6.01085100E+00  82528.9 4.892E+05 2.238E+16 2.723E+00 1.674E+04 2.000E+05
 8.20915447E+00  88363.7 6.725E+05 2.873E+16 2.678E+00 1.648E+04 2.000E+05
 1.11577029E+01  94689.2 9.189E+05 3.663E+16 2.689E+00 1.644E+04 2.000E+05
 1.50633652E+01 101538.0 1.245E+06 4.628E+16 2.712E+00 1.659E+04 2.000E+05
 2.02206501E+01 108942.5 1.675E+06 5.803E+16 2.742E+00 1.670E+04 2.000E+05
 2.70219522E+01 116969.5 2.241E+06 7.231E+16 2.770E+00 1.689E+04 2.000E+05
 3.60308857E+01 125587.6 2.993E+06 8.997E+16 2.783E+00 1.609E+04 2.000E+05
PRADK 5.9622E+03
BEGIN                    ITERATION   6 COMPLETED
