EFF  50000.  GRAVITY 5.00000 LTE 
ITLE SDSC GRID  [-0.5]   VTURB 2.0 KM/S                                        
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION OFF  1.00 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   0.31620 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
4.73207580E-06  25753.0 3.366E-01 4.902E+10 3.653E-01 2.886E+04 2.000E+05
4.86884666E-06  26488.9 3.464E-01 4.920E+10 3.653E-01 2.769E+04 2.000E+05
6.48906512E-06  26668.8 4.635E-01 6.535E+10 3.664E-01 2.783E+04 2.000E+05
8.64393770E-06  26872.6 6.188E-01 8.656E+10 3.676E-01 2.800E+04 2.000E+05
1.15072155E-05  27101.1 8.247E-01 1.144E+11 3.690E-01 2.817E+04 2.000E+05
1.53102905E-05  27362.7 1.098E+00 1.508E+11 3.706E-01 2.810E+04 2.000E+05
2.03580144E-05  27666.6 1.462E+00 1.985E+11 3.725E-01 2.776E+04 2.000E+05
2.70521554E-05  27999.0 1.946E+00 2.611E+11 3.747E-01 2.761E+04 2.000E+05
3.59213570E-05  28381.0 2.590E+00 3.430E+11 3.773E-01 2.704E+04 2.000E+05
4.76601108E-05  28791.7 3.454E+00 4.509E+11 3.804E-01 2.584E+04 2.000E+05
6.31832972E-05  29209.4 4.614E+00 5.939E+11 3.837E-01 2.472E+04 2.000E+05
8.36971467E-05  29645.6 6.170E+00 7.827E+11 3.873E-01 2.365E+04 2.000E+05
1.10789994E-04  30107.5 8.254E+00 1.031E+12 3.912E-01 2.251E+04 2.000E+05
1.46547700E-04  30598.0 1.105E+01 1.359E+12 3.954E-01 2.117E+04 2.000E+05
