TEFF  40000.  GRAVITY 4.50000 LTE 
TITLE SDSC GRID  [-3.0]   VTURB 2.0 KM/S                                        
 1.61912957E-04  28176.4 4.823E+00 6.402E+11 3.502E-01 1.882E+03 2.000E+05
 2.15311572E-04  28293.9 6.410E+00 8.463E+11 3.523E-01 1.905E+03 2.000E+05
 2.86042772E-04  28407.5 8.511E+00 1.117E+12 3.549E-01 1.934E+03 2.000E+05
 3.79556016E-04  28546.7 1.129E+01 1.472E+12 3.584E-01 1.966E+03 2.000E+05
 5.02907815E-04  28732.6 1.494E+01 1.935E+12 3.627E-01 1.997E+03 2.000E+05
 6.65211946E-04  28912.6 1.975E+01 2.538E+12 3.681E-01 2.038E+03 2.000E+05
 8.78188079E-04  29107.9 2.604E+01 3.321E+12 3.745E-01 2.090E+03 2.000E+05
 1.15686590E-03  29318.9 3.426E+01 4.333E+12 3.823E-01 2.150E+03 2.000E+05
 1.52041840E-03  29562.9 4.497E+01 5.635E+12 3.913E-01 2.214E+03 2.000E+05
 1.99324727E-03  29802.0 5.885E+01 7.310E+12 4.018E-01 2.295E+03 2.000E+05
 2.60623499E-03  30047.6 7.680E+01 9.454E+12 4.139E-01 2.392E+03 2.000E+05
 3.39841975E-03  30306.0 9.991E+01 1.219E+13 4.278E-01 2.504E+03 2.000E+05
 4.41897366E-03  30571.5 1.296E+02 1.566E+13 4.435E-01 2.629E+03 2.000E+05
 5.72954042E-03  30850.4 1.675E+02 2.004E+13 4.613E-01 2.766E+03 2.000E+05
 7.40702764E-03  31125.4 2.157E+02 2.558E+13 4.813E-01 2.923E+03 2.000E+05
 9.54705854E-03  31386.4 2.770E+02 3.254E+13 5.039E-01 3.114E+03 2.000E+05
 1.22682226E-02  31630.0 3.542E+02 4.127E+13 5.293E-01 3.347E+03 2.000E+05
 1.57177508E-02  31874.9 4.513E+02 5.214E+13 5.575E-01 3.609E+03 2.000E+05
 2.00772561E-02  32107.4 5.727E+02 6.563E+13 5.892E-01 3.932E+03 2.000E+05
 2.55691491E-02  32344.2 7.237E+02 8.227E+13 6.247E-01 4.315E+03 2.000E+05
 3.24659552E-02  32592.0 9.105E+02 1.026E+14 6.643E-01 4.763E+03 2.000E+05
 4.10999084E-02  32868.0 1.140E+03 1.274E+14 7.087E-01 5.264E+03 2.000E+05
 5.18743221E-02  33185.2 1.421E+03 1.573E+14 7.585E-01 5.803E+03 2.000E+05
 6.52765906E-02  33557.0 1.763E+03 1.930E+14 8.144E-01 6.362E+03 2.000E+05
 8.18950510E-02  33995.9 2.178E+03 2.355E+14 8.772E-01 6.915E+03 2.000E+05
 1.02439188E-01  34512.6 2.680E+03 2.857E+14 9.475E-01 7.434E+03 2.000E+05
 1.27766901E-01  35113.6 3.287E+03 3.449E+14 1.026E+00 7.897E+03 2.000E+05
 1.58929850E-01  35810.1 4.020E+03 4.145E+14 1.113E+00 8.249E+03 2.000E+05
 1.97235686E-01  36592.1 4.910E+03 4.965E+14 1.207E+00 8.516E+03 2.000E+05
 2.44336237E-01  37468.1 5.993E+03 5.935E+14 1.308E+00 8.711E+03 2.000E+05
 3.02396827E-01  38448.0 7.320E+03 7.083E+14 1.412E+00 8.833E+03 2.000E+05
 3.74369717E-01  39547.8 8.958E+03 8.450E+14 1.514E+00 8.889E+03 2.000E+05
 4.64437092E-01  40784.0 1.101E+04 1.009E+15 1.604E+00 8.875E+03 2.000E+05
 5.78577018E-01  42182.7 1.360E+04 1.209E+15 1.676E+00 8.820E+03 2.000E+05
 7.25336680E-01  43778.9 1.696E+04 1.455E+15 1.726E+00 8.736E+03 2.000E+05
 9.17000042E-01  45607.2 2.136E+04 1.761E+15 1.749E+00 8.620E+03 2.000E+05
 1.17123248E+00  47700.3 2.722E+04 2.149E+15 1.746E+00 8.475E+03 2.000E+05
 1.51357387E+00  50110.7 3.518E+04 2.645E+15 1.717E+00 8.291E+03 2.000E+05
 1.98089818E+00  52863.1 4.614E+04 3.290E+15 1.668E+00 8.062E+03 2.000E+05
 2.62606083E+00  56000.8 6.143E+04 4.135E+15 1.603E+00 7.789E+03 2.000E+05
 3.52409380E+00  59531.7 8.298E+04 5.256E+15 1.533E+00 7.467E+03 2.000E+05
 4.77641914E+00  63448.9 1.134E+05 6.742E+15 1.467E+00 7.149E+03 2.000E+05
 6.51585459E+00  67758.6 1.563E+05 8.698E+15 1.413E+00 6.858E+03 2.000E+05
 8.91382215E+00  72430.5 2.160E+05 1.124E+16 1.373E+00 6.644E+03 2.000E+05
 1.21909607E+01  77532.3 2.981E+05 1.450E+16 1.345E+00 6.490E+03 2.000E+05
 1.66263691E+01  83021.5 4.098E+05 1.861E+16 1.332E+00 6.418E+03 2.000E+05
 2.25749623E+01  89018.9 5.598E+05 2.371E+16 1.329E+00 6.398E+03 2.000E+05
 3.04807143E+01  95454.9 7.590E+05 2.999E+16 1.339E+00 6.440E+03 2.000E+05
 4.09293464E+01 102467.7 1.022E+06 3.760E+16 1.354E+00 6.512E+03 2.000E+05
 5.46985494E+01 110012.4 1.367E+06 4.686E+16 1.369E+00 6.569E+03 2.000E+05
 7.28798708E+01 118138.0 1.824E+06 5.822E+16 1.383E+00 6.422E+03 2.000E+05
PRADK 4.6988E+03
BEGIN                    ITERATION   6 COMPLETED
